大区,国区,国家,工厂编码,工厂名称,计划节点编码,计划节点名称,计划节点类型,物料编码,物料描述,频次类型,M月份,M月生效算法,M月算法解释说明,M月预测值,M月实际值,M月准确度
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60210957,大电流继电器V23132-B2002-B200 24V 130A I,慢流件,202510,算术平均法,,0.4167,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60210759,马达油封PTCZ55MVM5X250,慢流件,202510,加权移动平均法,,0.1923,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60210758K,主阀维修包KMX32NAKMX32NA,慢流件,202510,算术平均法,,0.3333,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60210245,先导阀PV48K1432-H1,慢流件,202510,加权移动平均法,,0.0769,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60209908,回油滤芯PO-CO-01-01670,慢流件,202510,算术平均法,,0.1667,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60209907,液压滤芯PO-CO-01-01660,慢流件,202510,算术平均法,,0.1667,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60209904,液压滤芯PO-CO-01-01630,慢流件,202510,移动平均法,,8.3333,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60208959,油水分离器5405296 (代替C5290009),中流件,202510,一次指数平滑法,,0.618,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60208878,燃油滤清器5445056 3μ （代替C5301448 5μ）,快流件,202510,间歇性预测,,46.4368,27.0,28.01
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60208877,油水分离器滤芯5405297 （代替C5300516）,快流件,202510,间歇性预测,,7.2667,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60208396,扬声器D06DCB21Y-CD 中文/间断,慢流件,202510,加权移动平均法,,1.0897,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60208296,柴油机油CI-4 15W-40 18L/桶,快流件,202510,间歇性预测,,88.5835,156.0,56.78
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60207834,冷凝风机VA34-BP50/LL-36Aφ305,慢流件,202510,加权移动平均法,,0.2308,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60207832,换热器Y540×520×260-20-1Q/SY015028,慢流件,202510,一次指数平滑法,,0.4828,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60207478,胶管2SN10-DKOL-DKOL90-570,慢流件,202510,算术平均法,,0.0833,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60206737,液位传感器790-N-R-C,慢流件,202510,加权移动平均法,,0.0513,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60206736,液位传感器1000-N-R-C,慢流件,202510,加权移动平均法,,0.1154,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60205961,燃油滤清器滤芯PF-CO-01-01070 20T/30T,慢流件,202510,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60205857,压力传感器3026 IFM,中流件,202510,间歇性预测,,0.8533,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60205580,单向阀LV-12-25,慢流件,202510,算术平均法,,0.0833,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60204228K,回转机构维修包M5×180CHB-RG20D,中流件,202510,间歇性预测,,1.3,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60204189,扶手箱DH-ZX,不动件,202510,算术平均法,,0.0833,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60203914,柱塞马达M5×180CHB-12A-5VA/295-149,慢流件,202510,加权移动平均法,,0.1282,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60203630,油箱盖EF5-65,慢流件,202510,加权移动平均法,,0.0769,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60202885,T型弹簧卡箍57.2-65mm 进口,不动件,202510,加权移动平均法,,1.1282,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60202293,O形圈00RBP29,慢流件,202510,加权移动平均法,,0.2051,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60202067,电喇叭B36低音3AL922200,中流件,202510,算术平均法,,7.75,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60202066,电喇叭B36高音3AL922200,快流件,202510,算术平均法,,6.5833,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60201220,油水分离器滤芯R010327,快流件,202510,间歇性预测,,11.2255,53.0,21.18
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60201217,燃油滤清器滤芯P573722,快流件,202510,移动平均法,,3.6667,9.0,40.74
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60199813,十二角螺母DZ95149320054 汉德,慢流件,202510,加权移动平均法,,0.2179,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60198054,离合助力器M1604A140H,不动件,202510,加权移动平均法,,0.2821,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60197254K,主泵维修包K5V160DTP1×9R-9T06K5V160DTP1×9R-9T0,慢流件,202510,算术平均法,,0.4167,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60197101,角度传感器1-(-90)90-I,慢流件,202510,算术平均法,,0.3333,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60196465,液压油散热器Y420×155×1010-60Q/SY015028,慢流件,202510,加权移动平均法,,0.0897,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60196464,水箱散热器S410×190×1060-75Q/SY015028,慢流件,202510,算术平均法,,0.0833,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60195112,油水分离器水杯612600081322,慢流件,202510,加权移动平均法,,0.2051,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60194649,胶管R15-32-SFS-SFS90H130-1700,不动件,202510,加权移动平均法,,0.1026,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60194591,滚动轴承BA280-2SAGB292 TMB,慢流件,202510,加权移动平均法,,0.0897,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60194202,机油感应塞C3967251,慢流件,202510,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60193267,回油过滤器PO-CO-01-01410,慢流件,202510,算术平均法,,0.25,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60193266,回油过滤器PO-CO-01-01420,中流件,202510,一次指数平滑法,,3.7549,10.0,37.55
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60193167X,主泵调节器KR3G-0E41-1AV,慢流件,202510,加权移动平均法,,0.0256,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60192294,摄像头CL-9880 MS-C750,不动件,202510,加权移动平均法,,0.6154,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60191984,方向机开关01.0966.0800.01,慢流件,202510,移动平均法,,1.0,4.0,25.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60191566,压力传感器60MPa-24V-I-G1/4-M12,慢流件,202510,算术平均法,,0.3333,7.0,4.76
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60190385,压力传感器MBS3050-3413-3GB04,慢流件,202510,算术平均法,,0.1667,2.0,8.34
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60188469,风冷散热器Y640×475×250-25Q/SY015096 Ⅱ,慢流件,202510,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60188055,空气滤清器主滤芯P781398,中流件,202510,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60187266,减速机总成GM10VA-B-27/53-1,慢流件,202510,算术平均法,,0.0833,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60187047,锁芯MS31-1-5100,慢流件,202510,加权移动平均法,,0.0769,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60186788,呼吸阀滤芯P040089,快流件,202510,算术平均法,,127.1667,272.0,46.75
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60186711,转速传感器HDD2L32ND/20CE认证,慢流件,202510,加权移动平均法,,0.1282,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60185863,T型弹簧卡箍φ66-φ74SAE J1508 弹簧预紧,中流件,202510,移动平均法,,1.5,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60183793,散热器Y455×125×1010-74Q/SY015028,慢流件,202510,加权移动平均法,,0.1026,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60183678,调速模块SH006-8103-002,慢流件,202510,移动平均法,,0.1667,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60183225,胶管总成1SN8-DKOL-DKOL90-1500(ST),不动件,202510,加权移动平均法,,0.2051,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60183119,关节轴承GEG35ES-2RSGB9163,慢流件,202510,算术平均法,,0.4167,2.0,20.84
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60182019K,柱塞马达密封维修包MSF-340VP-FH7MSF-340VP-FH7,中流件,202510,加权移动平均法,,0.3462,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60181447,电扇BFG28,慢流件,202510,加权移动平均法,,0.0897,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60181406,熄火拉绳SY-3776851,慢流件,202510,加权移动平均法,,0.0769,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60181259,车轮螺栓A2406101B1,不动件,202510,加权移动平均法,,9.3846,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60180565,集水杯898074-2901,中流件,202510,移动平均法,,0.5,1.0,50.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60180527,散热器S370×160×1010,慢流件,202510,加权移动平均法,,0.2308,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60176499P,齿销LD700,快流件,202510,算术平均法,,138.25,82.0,31.4
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60176499K,齿销LD700,慢流件,202510,算术平均法,,1.6667,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60176498P,卡簧4T4707,快流件,202510,一次指数平滑法,,60.5901,32.0,10.66
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60176498K,卡簧4T4707,慢流件,202510,算术平均法,,2.25,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60176498,卡簧4T4707,快流件,202510,算术平均法,,83.9167,130.0,64.55
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60176497P,齿座LD700A-80,快流件,202510,间歇性预测,,13.8324,20.0,69.16
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60176496P,齿尖LD700RC,快流件,202510,算术平均法,,91.3333,80.0,85.83
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60176496K,齿尖LD700RC,中流件,202510,移动平均法,,24.1667,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60176285,O形圈P8395332100,慢流件,202510,一次指数平滑法,,0.0695,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60176265,集水杯900FH302100,不动件,202510,加权移动平均法,,0.1538,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60176264,盖P777920,慢流件,202510,加权移动平均法,,0.0385,2.0,1.93
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60176259,洗涤器XD203A,慢流件,202510,加权移动平均法,,0.1154,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60175765,压力传感器3815046 Cummins,中流件,202510,移动平均法,,0.1667,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60174624,压缩机B9ZZ120143,慢流件,202510,加权移动平均法,,1.3846,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60173275,螺母M27×2SPL-CO 施必牢 10级,慢流件,202510,加权移动平均法,,2.6154,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60173184,LD密封圈67.3×45.2×13.6 216MA,慢流件,202510,加权移动平均法,,2.4103,8.0,30.13
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60170586,推拉软轴φ8.5-L1080JB8407,中流件,202510,加权移动平均法,,0.3846,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60170567,空气滤清器STG160077,慢流件,202510,加权移动平均法,,0.141,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60169400,冷凝器LN13 623×407×16,慢流件,202510,算术平均法,,0.3333,1.0,33.33
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60169096,液压滤芯HDX-250×10,慢流件,202510,加权移动平均法,,2.1795,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60168540,油水分离器滤芯612600081294,慢流件,202510,加权移动平均法,,1.0385,7.0,14.84
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60168171,蒸发器ZF5 625×365×345D,快流件,202510,间歇性预测,,1.5777,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60167841,液压滤芯HDX-160×20,中流件,202510,移动平均法,,9.0,8.0,87.5
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60167590,刮臂总成5205SY1Y-020100 CB311R,慢流件,202510,加权移动平均法,,0.0128,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60167589,雨刮动力组件37SY1Y-41010 CB311R,慢流件,202510,加权移动平均法,,0.0128,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60167588,传动机构总成5205SY1Y-010 CB311R,慢流件,202510,加权移动平均法,,0.0128,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60167587,刮刷总成HBWXGS-22 CB311R,慢流件,202510,加权移动平均法,,0.0128,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,60167505,液压转向器OSPCX250LS/11115478,慢流件,202510,算术平均法,,0.0833,3.0,2.78
