大区,国区,国家,工厂编码,工厂名称,计划节点编码,计划节点名称,计划节点类型,物料编码,物料描述,频次类型,M月份,M月生效算法,M月算法解释说明,M月预测值,M月实际值,M月准确度
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24001354,直通接头GSM42,慢流件,202511,自动自回归积分滑动平均模型,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24001353,直通接头GLM36,中流件,202511,移动平均法,,0.6667,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,YLJ010013967,排气连接管SSR120C-10C2H.7.3-8,慢流件,202511,轻量级梯度提升机,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,YLJ009590103,光轮刮泥板总成SSR120C-10D5.5.3,慢流件,202511,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,YLJ006613583,正后玻璃JRSR13.2-9A,慢流件,202511,轻量级梯度提升机,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,YLJ006613580,右后玻璃JRSR13.2-8A,慢流件,202511,轻量级梯度提升机,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,YLJ006613579,左后玻璃JRSR13.2-7A,慢流件,202511,轻量级梯度提升机,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,YLJ006613577,正前玻璃JRSR13.2-4A,慢流件,202511,轻量级梯度提升机,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,YLJ006613574,左前玻璃JRSR13.2-5A,慢流件,202511,轻量级梯度提升机,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,YLJ006613571,右前玻璃JRSR13.2-6A,慢流件,202511,轻量级梯度提升机,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,YLJ006460423,JRSR13全液压单钢轮压路机驾驶室分总成JRSR13,不动件,202511,自动θ预测方法,,0.4448,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,XBJ011318867,齿套SMD200.1-3ZF,慢流件,202511,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,XBJ010787184,齿套SMD200.1-3ZC,中流件,202511,自动θ预测方法,,5.1005,10.0,51.01
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,XBJ010549185,滑靴SCM2000C10.7.10B,不动件,202511,自动θ预测方法,,0.8896,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,XBJ010549172,侧板滑块SCM2000C10.7.14A,不动件,202511,自动θ预测方法,,1.7792,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,XBJ010065343,左刮刀SCM10.5.21.4B,不动件,202511,自动θ预测方法,,0.4448,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,XBJ010065313,右刮刀SCM10.5.21.3B,不动件,202511,自动θ预测方法,,0.4448,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24001352,直通接头GLM30,慢流件,202511,自动θ预测方法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24001336,端直通接头1CN-30-12,慢流件,202511,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24001272,AY防尘圈100×110×7×8,不动件,202511,加权移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24000808,螺钉M30×50GB70.1 10.9级 达克锈,慢流件,202511,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24000779,螺钉M16×80GB70.1 10.9级 达克锈,慢流件,202511,加权移动平均法,,0.0513,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24000646,垫圈20GB97.1 达克锈,中流件,202511,自动指数平滑状态空间模型,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24000642,垫圈16GB97.1 200HV 达克锈,中流件,202511,间歇性预测,,15.7431,4.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24000639,垫圈12GB97.1 达克锈,中流件,202511,加权移动平均法,,25.8077,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24000637,垫圈10GB97.1 200HV 达克锈,慢流件,202511,自动自回归积分滑动平均模型,,1.9927,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24000633,垫圈8GB97.1 达克锈,快流件,202511,移动平均法,,11.8333,49.0,24.15
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24000632,垫圈6GB97.1 200HV 达克锈,中流件,202511,自动指数平滑状态空间模型,,1.5471,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24000549,O形圈145×5.3GB3452.1,慢流件,202511,轻量级梯度提升机,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24000545,O形圈71×5.3GB3452.1,慢流件,202511,轻量级梯度提升机,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24000543,O形圈500×7GB3452.1,慢流件,202511,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24000515,弹簧垫圈20达克锈GB93,中流件,202511,间歇需求近似方法,,2.7688,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24000513,弹簧垫圈12,快流件,202511,轻量级梯度提升机,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24000512,弹簧垫圈10,快流件,202511,移动平均法,,8.3333,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24000511,弹簧垫圈8GB93 镀彩锌,快流件,202511,一次指数平滑法,,8.7954,7.0,74.35
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24000443,螺钉M16×30GB70.1 8.8级 达克锈,不动件,202511,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24000260,螺栓M30×160GB5782,慢流件,202511,自动自回归积分滑动平均模型,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24000200,螺栓M24×120GB5782 10.9级 达克锈,快流件,202511,自动θ预测方法,,9.1972,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,24000021,螺栓M24×80GB32.1 10.9级,慢流件,202511,轻量级梯度提升机,,0.0,200.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,23004844,滚动轴承NJ214EGB283,,202511,加权移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,23002506,螺栓M16×50GB32.1 10.9级,慢流件,202511,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,23002389,螺栓M30×110GB5782 10.9级 达克锈,慢流件,202511,自动指数平滑状态空间模型,,5.5775,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,23001051,胶管总成1SN8-DKOL-1400,不动件,202511,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,23000152,三通组合接头TR28/22/22LA3CX,慢流件,202511,自动自回归积分滑动平均模型,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,23000141,螺栓M30×160GB5782 10.9级 达克锈,中流件,202511,一次指数平滑法,,19.311,16.0,79.31
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,23000066,螺钉M10×25GB70.1 10.9级达克锈,慢流件,202511,自动指数平滑状态空间模型,,0.0001,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,21083623,水滤清器WF2075(SCC1500),慢流件,202511,轻量级梯度提升机,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,21082880,机油滤清器LF3345,慢流件,202511,自动自回归积分滑动平均模型,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,21053860,胶管1SN06-DKOL-DKOL90-1150(ST),慢流件,202511,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,XBJ010065277,下刮刀SCM10.5.21.2B,不动件,202511,自动θ预测方法,,2.6688,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,XBJ009903713,滑靴SCM2000C10.2.3,不动件,202511,自动θ预测方法,,1.7792,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,XBJ009351549,橡胶封料板SCM2000C10.7-18,不动件,202511,加权移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,XBJ007573606,橡胶板ⅠSCM2000C10.2.5-1C,不动件,202511,加权移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,XBJ006685913,侧刮刀SCM2000C10.7.12.2.2B,不动件,202511,自动θ预测方法,,0.8896,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,XBJ005910813,侧刮刀SCM2000C10.7.23.2,不动件,202511,自动θ预测方法,,0.8896,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,XBJ005663889,聚氨酯下托辊SCM2000C8.14.31,慢流件,202511,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,XBJ005663873,聚氨酯上托辊SCM2000C8.14.30,慢流件,202511,移动平均法,,0.0,2.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,XBJ005647415,抛料板SMD220A.0-1C,不动件,202511,加权移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,XBJ005083268,三联刀座总成SMD200L18.1.6,慢流件,202511,间歇性预测,,0.0833,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,XBJ004819408,上托辊SCM2000C8.14.1,慢流件,202511,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,TPJ007980101,SAP45C-10 12芯电缆伸缩段SAP45C10.6.1,不动件,202511,加权移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SZN009073410,动态倾角传感器SYTS-3D-2GJ-15,,202511,加权移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SZN007396595,动态倾角传感器SYTS-3D-2Z-15-I,,202511,加权移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SZN007370178,三一智能数据显示屏总成SYCD-1121-4G-DIANCHI-J,慢流件,202511,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SYM011054347,中冷器进气钢管24419DD18L.3.1.2A-1,不动件,202511,自动θ预测方法,,1.3344,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SYM010942602,中冷进气管支架SAC1500E.3.1.3-9,慢流件,202511,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SYM010819969,发动机进水胶管24419DD18R.3.1.2-4,不动件,202511,自动θ预测方法,,1.3344,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SYM010819967,发动机出水胶管24419DD18R.3.1.2-3,不动件,202511,自动θ预测方法,,1.3344,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SYM010819963,中冷器出气胶管24419DD18R.3.1.2-2,不动件,202511,自动θ预测方法,,1.3344,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SYM009834021,支脚盘SYM5455JW2.3.5.7A,不动件,202511,自动θ预测方法,,2.6688,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SYM007732978,中冷进气钢管SYM5605JB7.1.3-6,慢流件,202511,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SYM007732968,中冷进气胶管SYM5605JB7.1.3-3,中流件,202511,加权移动平均法,,0.6026,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SYM007526035,前簧卷耳销SYM5476JW.4.2-7A,不动件,202511,自动θ预测方法,,2.6688,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SYM007233915,右中走台板SRC400T.14.1.5,不动件,202511,自动θ预测方法,,0.4448,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SYM007233895,梯子侧板SRC400T.14.1-4,不动件,202511,自动θ预测方法,,0.4448,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SYM005951870,中间连杆总成ⅠSYM5476JW5.5.1.11,慢流件,202511,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SYM005850173,中冷钢管连接胶管SYM5166JW.1.3-8,不动件,202511,自动θ预测方法,,1.3344,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SYM005356548,限位杆SYM5455JW2.3.5-11,慢流件,202511,间歇需求近似方法,,3.8368,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SYM005157540,中冷出气胶管SYM5726JW.1.3-6,中流件,202511,自动自回归积分滑动平均模型,,0.0135,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SYG011828159,Q7031密封包Q7031MFB,不动件,202511,加权移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SYG011301841,ZM4B密封包ZM4BMFB,慢流件,202511,轻量级梯度提升机,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,SYG009700431,WZ712B密封包WZ712BMFB,不动件,202511,加权移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,21053567,端直通接头20SR1/2EDOMDA3C,慢流件,202511,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,21053360,喉箍φ12-φ22QC619,慢流件,202511,轻量级梯度提升机,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,21051125,螺栓M24×65GB5783 10.9级,慢流件,202511,移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,21051021,三通组合接头ELLM36,慢流件,202511,自动自回归积分滑动平均模型,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,21050781,螺钉M14×70GB70.1 12.9级,不动件,202511,自动自回归积分滑动平均模型,,5.0511,0.0,0.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,21040157,防撞垫Q630.62-3,,202511,加权移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,21039863,[T]销轴XZ630.60.2-5,,202511,加权移动平均法,,0.0,0.0,100.0
非洲大区事业部(R05),南非国区*(N022),南非(ZA),BY01,三一南非工厂,BY01_8001,南非中心仓,CDC,21038959,铜套Q630.97-9,,202511,加权移动平均法,,0.0,0.0,100.0
